N-gram,Score
manager woman,1.0
moderates ignorant,1.0
motherfucker guy,1.0
motherfucker possible,1.0
murdering decriminalised,1.0
muslim nominated,1.0
muslim president,1.0
muslim raped,1.0
muslims admired,1.0
muslims beautiful,1.0
muslims course,1.0
muslims fantastic,1.0
muslims great,1.0
muslims school,1.0
normal pissed,1.0
parasites society,1.0
pissed said,1.0
prick saying,1.0
raping illegal,1.0
real bastard,1.0
real dickhead,1.0
rid couch,1.0
sandwiches disgust,1.0
shit amazing,1.0
shitty person,1.0
shitty thing,1.0
shout niggas,1.0
sorry dumbass,1.0
sorry shithead,1.0
calling trans,0.9953919051024153
calling trans people,0.9953919051024153
people fuck,0.9867894264272453
people fuck dont,0.9867894264272453
people fuck dont expect,0.9867894264272453
people fuck dont expect respect,0.9867894264272453
people scum deeply,0.9798565969775687
people scum deeply hurtful,0.9798565969775687
makes angry,0.976644885902809
place makes,0.976644885902809
place makes angry,0.976644885902809
just stab,0.9738892887349144
somebody just,0.9738892887349144
somebody just stab,0.9738892887349144
make immigrants,0.9689483948541799
make muslims,0.9689483948541799
person like court,0.96748784543097
let immigrants,0.9671941005122566
let muslims,0.9671941005122566
lot black,0.963577191963895
lot disabled,0.963577191963895
lot gay,0.963577191963895
people disgusting realise,0.9530386641786508
people disgusting realise thats,0.9530386641786508
people disgusting realise thats hateful,0.9530386641786508
course dumbass,0.944850132597499
people make sick,0.944312855971486
people make sick report,0.944312855971486
calling black,0.9374722359656699
calling black people,0.9374722359656699
calling disabled,0.9374722359656699
calling disabled people,0.9374722359656699
calling gay,0.9374722359656699
calling gay people,0.9374722359656699
people deserve die,0.9313182328102965
people like pathetic,0.925595613409221
women scum,0.9170218347268961
people ignorant,0.9125676533869733
death immigrants,0.9085319853112612
death muslims,0.9085319853112612
death women,0.9085319853112612
people absolutely,0.9038147402242446
people absolutely despicable,0.9038147402242446
people absolutely despicable timeline,0.9038147402242446
im fag,0.8919350381495591
hate trans,0.888554204744711
hate trans people,0.888554204744711
black people suffer,0.8829074311461976
disabled people suffer,0.8829074311461976
gay people suffer,0.8829074311461976
trans people suffer,0.8829074311461976
muslims scum,0.876798337419533
queer liberation,0.8724599304070051
immigrants make,0.8620099250090073
muslims make,0.8620099250090073
writing women,0.8583896484400165
im bitch,0.8576564454891862
hate black,0.855462013188476
hate black people,0.855462013188476
hate disabled,0.855462013188476
hate disabled people,0.855462013188476
hate gay,0.855462013188476
hate gay people,0.855462013188476
said women,0.8482855059469548
immigrants scum,0.8478443412587084
women deserve,0.8417191378117617
said immigrants,0.8364934821813241
said muslims,0.8364934821813241
women disgusting,0.8322375119353849
okay bitch,0.8213648092923345
okay coon,0.8213648092923345
okay cripple,0.8213648092923345
okay fag,0.8213648092923345
okay faggot,0.8213648092923345
okay jihadi,0.8213648092923345
okay mong,0.8213648092923345
okay muzzie,0.8213648092923345
okay nigger,0.8213648092923345
okay queer,0.8213648092923345
okay rapefugee,0.8213648092923345
okay retard,0.8213648092923345
okay shemale,0.8213648092923345
okay slut,0.8213648092923345
okay tranny,0.8213648092923345
okay wetback,0.8213648092923345
okay whore,0.8213648092923345
just queer,0.8205814077503024
let trans,0.8194919852309364
let trans people,0.8194919852309364
people shows horrible,0.8153346190628283
people shows horrible person,0.8153346190628283
believe women,0.8134957974832896
seriously believe women,0.8134957974832896
person today,0.8043811242400719
brainless exception,0.7981728123037267
really brainless exception,0.7981728123037267
trans people make,0.7958767476416531
charge danger,0.7930780390905773
charge danger country,0.7930780390905773
danger country,0.7930780390905773
immigrants disgusting,0.7890845107152462
muslims disgusting,0.7890845107152462
make trans,0.788051925910532
make trans people,0.788051925910532
annoying prick,0.7785406515249228
lets rid,0.7785406515249228
date immigrant,0.7763593649334102
date muslim,0.7763593649334102
date woman,0.7763593649334102
lot immigrants,0.7763593649334102
lot muslims,0.7763593649334102
lot women,0.7763593649334102
calling fag,0.7729841888999485
queer people,0.7729841888999485
let black,0.7704832575450116
let black people,0.7704832575450116
let disabled,0.7704832575450116
let disabled people,0.7704832575450116
let gay,0.7704832575450116
let gay people,0.7704832575450116
make black,0.7668544443106768
make black people,0.7668544443106768
make disabled,0.7668544443106768
make disabled people,0.7668544443106768
make gay,0.7668544443106768
make gay people,0.7668544443106768
fuck times,0.7645433347668399
ive told,0.7645433347668399
ive told fuck,0.7645433347668399
ive told fuck times,0.7645433347668399
told fuck times,0.7645433347668399
love niggas,0.7530799165869485
trans people scum,0.7505047613394962
better academics,0.7411060361761566
power threat civilisation,0.7268221363815108
believe immigrants,0.72585395168502
believe muslims,0.72585395168502
seriously believe immigrants,0.72585395168502
seriously believe muslims,0.72585395168502
going stab,0.7215335414934134
im going stab,0.7215335414934134
death black,0.7181334968626476
death black people,0.7181334968626476
death disabled,0.7181334968626476
death disabled people,0.7181334968626476
death gay,0.7181334968626476
death gay people,0.7181334968626476
death trans,0.7181334968626476
death trans people,0.7181334968626476
black people make,0.7097759026975021
disabled people make,0.7097759026975021
gay people make,0.7097759026975021
woman like,0.7075721233415326
absolutely abhor,0.7071067811865476
absolutely abhor bigots,0.7071067811865476
better virus,0.7071067811865476
better virus eradicated,0.7071067811865476
complete assholes,0.7071067811865476
complete assholes future,0.7071067811865476
detest traffic,0.7071067811865476
detest traffic wardens,0.7071067811865476
nigga talent,0.7071067811865476
nigga talent rip,0.7071067811865476
niggas aint,0.7071067811865476
niggas aint playing,0.7071067811865476
niggas tryna,0.7071067811865476
niggas tryna money,0.7071067811865476
quite women,0.7071067811865476
quite women live,0.7071067811865476
really wanna,0.7071067811865476
really wanna murder,0.7071067811865476
right tell,0.7071067811865476
right tell fuck,0.7071067811865476
rights telling,0.7071067811865476
rights telling fuck,0.7071067811865476
black people admired,0.7007323412746294
black people beautiful,0.7007323412746294
black people course,0.7007323412746294
black people fantastic,0.7007323412746294
black people great,0.7007323412746294
black people school,0.7007323412746294
disabled people admired,0.7007323412746294
disabled people beautiful,0.7007323412746294
disabled people course,0.7007323412746294
disabled people fantastic,0.7007323412746294
disabled people great,0.7007323412746294
disabled people school,0.7007323412746294
gay people admired,0.7007323412746294
gay people beautiful,0.7007323412746294
gay people course,0.7007323412746294
gay people fantastic,0.7007323412746294
gay people great,0.7007323412746294
gay people school,0.7007323412746294
immigrants deserve,0.7001316968713791
muslims deserve,0.7001316968713791
said trans,0.6978862777803898
said trans people,0.6978862777803898
immigrant like,0.6926157450877579
muslim like,0.6926157450877579
black people scum,0.6909154487200334
disabled people scum,0.6909154487200334
gay people scum,0.6909154487200334
trans people disgusting,0.6907867234164811
love faggot,0.6897084667750149
said black,0.688935920115077
said black people,0.688935920115077
said disabled,0.688935920115077
said disabled people,0.688935920115077
said gay,0.688935920115077
said gay people,0.688935920115077
rape woman,0.671417672304615
black people disgusting,0.6706704644002703
disabled people disgusting,0.6706704644002703
gay people disgusting,0.6706704644002703
black person nominated,0.6695985231062896
black person raped,0.6695985231062896
disabled person nominated,0.6695985231062896
disabled person raped,0.6695985231062896
gay person nominated,0.6695985231062896
gay person raped,0.6695985231062896
trans people deserve,0.6683022737864313
group black,0.6637520625669566
group black people,0.6637520625669566
group disabled,0.6637520625669566
group disabled people,0.6637520625669566
group gay,0.6637520625669566
group gay people,0.6637520625669566
group trans,0.6637520625669566
group trans people,0.6637520625669566
know black,0.6637520625669566
know black people,0.6637520625669566
know disabled,0.6637520625669566
know disabled people,0.6637520625669566
know gay,0.6637520625669566
know gay people,0.6637520625669566
know trans,0.6637520625669566
know trans people,0.6637520625669566
live black,0.6637520625669566
live black people,0.6637520625669566
live disabled,0.6637520625669566
live disabled people,0.6637520625669566
live gay,0.6637520625669566
live gay people,0.6637520625669566
live trans,0.6637520625669566
live trans people,0.6637520625669566
look black,0.6637520625669566
look black people,0.6637520625669566
look disabled,0.6637520625669566
look disabled people,0.6637520625669566
look gay,0.6637520625669566
look gay people,0.6637520625669566
look trans,0.6637520625669566
look trans people,0.6637520625669566
love black,0.6637520625669566
love black people,0.6637520625669566
love disabled,0.6637520625669566
love disabled people,0.6637520625669566
love gay,0.6637520625669566
love gay people,0.6637520625669566
love trans,0.6637520625669566
love trans people,0.6637520625669566
rape immigrant,0.663740537299746
rape muslim,0.663740537299746
bitches like,0.6603657976875381
queer culture,0.6603657976875381
believe trans,0.6597408441060759
believe trans people,0.6597408441060759
seriously believe trans,0.6597408441060759
seriously believe trans people,0.6597408441060759
just faggot,0.6542719266777262
immigrants like amazing,0.652610215968252
immigrants like gorgeous,0.652610215968252
muslims like amazing,0.652610215968252
muslims like gorgeous,0.652610215968252
fuck just,0.6444473120804401
immigrant tomorrow,0.6406139868271443
muslim tomorrow,0.6406139868271443
woman tomorrow,0.6406139868271443
colleague black,0.6371119592331755
colleague black person,0.6371119592331755
colleague disabled,0.6371119592331755
colleague disabled person,0.6371119592331755
colleague gay,0.6371119592331755
colleague gay person,0.6371119592331755
colleague trans,0.6371119592331755
colleague trans person,0.6371119592331755
hurt black,0.6371119592331755
hurt black person,0.6371119592331755
hurt disabled,0.6371119592331755
hurt disabled person,0.6371119592331755
hurt gay,0.6371119592331755
hurt gay person,0.6371119592331755
hurt trans,0.6371119592331755
hurt trans person,0.6371119592331755
manager black,0.6371119592331755
manager black person,0.6371119592331755
manager disabled,0.6371119592331755
manager disabled person,0.6371119592331755
manager gay,0.6371119592331755
manager gay person,0.6371119592331755
manager trans,0.6371119592331755
manager trans person,0.6371119592331755
writing immigrants,0.6353826720989215
writing muslims,0.6353826720989215
writing trans,0.6272895743690622
writing trans people,0.6272895743690622
immigrants make happy,0.6259694204986495
muslims make happy,0.6259694204986495
immigrant ought,0.6212740388854888
immigrant ought executed,0.6212740388854888
muslim ought,0.6212740388854888
muslim ought executed,0.6212740388854888
going make suffer,0.6188836157091514
make suffer,0.6188836157091514
doctors lesser,0.6162273987670331
doctors lesser beings,0.6162273987670331
ill rape today,0.6162273987670331
just world women,0.6162273987670331
just world women honoured,0.6162273987670331
rape today,0.6162273987670331
ceo company immigrant,0.6132422798865983
ceo company muslim,0.6132422798865983
ceo company woman,0.6132422798865983
company immigrant,0.6132422798865983
company muslim,0.6132422798865983
company woman,0.6132422798865983
condone killing immigrant,0.6132422798865983
condone killing muslim,0.6132422798865983
condone killing woman,0.6132422798865983
half participants immigrants,0.6132422798865983
half participants muslims,0.6132422798865983
half participants women,0.6132422798865983
hatred heart immigrants,0.6132422798865983
hatred heart muslims,0.6132422798865983
hatred heart women,0.6132422798865983
heart immigrants,0.6132422798865983
heart muslims,0.6132422798865983
heart women,0.6132422798865983
immigrant deserves,0.6132422798865983
immigrant deserves die,0.6132422798865983
immigrant football,0.6132422798865983
immigrant football team,0.6132422798865983
immigrants belong,0.6132422798865983
immigrants belong government,0.6132422798865983
immigrants blessing,0.6132422798865983
immigrants blessing society,0.6132422798865983
immigrants kind,0.6132422798865983
immigrants kind compassionate,0.6132422798865983
immigrants wonderful,0.6132422798865983
immigrants wonderful beings,0.6132422798865983
killing immigrant,0.6132422798865983
killing muslim,0.6132422798865983
killing woman,0.6132422798865983
muslim deserves,0.6132422798865983
muslim deserves die,0.6132422798865983
muslim football,0.6132422798865983
muslim football team,0.6132422798865983
muslims belong,0.6132422798865983
muslims belong government,0.6132422798865983
muslims blessing,0.6132422798865983
muslims blessing society,0.6132422798865983
muslims kind,0.6132422798865983
muslims kind compassionate,0.6132422798865983
muslims wonderful,0.6132422798865983
muslims wonderful beings,0.6132422798865983
participants immigrants,0.6132422798865983
participants muslims,0.6132422798865983
participants women,0.6132422798865983
contempt women,0.6127784144146972
embrace immigrants,0.6098398335771568
embrace immigrants like,0.6098398335771568
embrace muslims,0.6098398335771568
embrace muslims like,0.6098398335771568
embrace women,0.6098398335771568
embrace women like,0.6098398335771568
believe black,0.6095036946079225
believe black people,0.6095036946079225
believe disabled,0.6095036946079225
believe disabled people,0.6095036946079225
believe gay,0.6095036946079225
believe gay people,0.6095036946079225
seriously believe black,0.6095036946079225
seriously believe black people,0.6095036946079225
seriously believe disabled,0.6095036946079225
seriously believe disabled people,0.6095036946079225
seriously believe gay,0.6095036946079225
seriously believe gay people,0.6095036946079225
just waste,0.607484479303834
just waste space,0.607484479303834
waste space,0.607484479303834
kids shut,0.6058906898720733
kids shut fuck,0.6058906898720733
phone shut,0.6058906898720733
phone shut fuck,0.6058906898720733
baddest bitch,0.6025147796667021
let immigrants suffer,0.5991204395395292
let muslims suffer,0.5991204395395292
let women suffer,0.5991204395395292
make immigrants suffer,0.5991204395395292
make muslims suffer,0.5991204395395292
make women suffer,0.5991204395395292
said immigrants scum,0.5991204395395292
said muslims scum,0.5991204395395292
said women scum,0.5991204395395292
black people deserve,0.5985654601050239
disabled people deserve,0.5985654601050239
gay people deserve,0.5985654601050239
bakers absolute,0.5954170382297315
bakers absolute worst,0.5954170382297315
cars worth,0.5954170382297315
cars worth absolutely,0.5954170382297315
contempt place,0.5954170382297315
contempt police,0.5954170382297315
feel contempt place,0.5954170382297315
feel contempt police,0.5954170382297315
life worth,0.5954170382297315
life worth absolutely,0.5954170382297315
mondays absolute,0.5954170382297315
mondays absolute worst,0.5954170382297315
really stand cauliflower,0.5954170382297315
