N-gram,Score
all complete assholes,8.632164357180036
of this,8.632063749863159
to know,8.622739636285646
complete assholes,8.592466878074774
just cant,8.591661194480926
of all,8.581596855330515
women like you,8.539739944211778
of antifa,8.537987217411438
if he,8.489614787894316
that you,8.459403098058369
she was,8.457976850267858
because they,8.456962804775653
oh shit,8.434129474423674
better than,8.427801823036111
to have,8.408782112663552
of being,8.407919207310064
people who,8.348056974159052
gun control is,8.339178487634811
our country,8.32700873881246
once and,8.323684552095527
control is,8.318138882497959
are human,8.308312105735823
muslims like you,8.241028432619819
immigrants like you,8.237300861152377
he is the,8.222585279345427
will never,8.194582970745145
the country,8.194322150561726
we should just,8.16547640194863
because he,8.149711645210777
to go,8.141237686289308
that they,8.138913805287762
be so,8.108848786283643
cut their,8.103406845499862
will cut their,8.103406845499862
would never,8.102903307830598
if only,8.089057401831376
and for all,8.065529363446448
once and for,8.065529363446448
once and for all,8.065529363446448
just cant help,8.056533477129173
will cut,8.04174079367222
how many,8.040108697075706
they can,8.028639193637474
the hell,8.023889646834716
enough to,8.019084502870466
know that,8.018437131656917
to our,7.95279344635046
because of,7.948368677324791
is in,7.947019181536202
without mercy,7.943799704059924
im not,7.935513111028139
most of,7.911384903011459
is disgusting,7.909644788294303
to you,7.9028779024142874
those women,7.873673282307437
the right,7.843904761678707
when the,7.824980068683204
we need,7.824635055228356
just cant help themselves,7.81981542456573
you can,7.8121381817879625
that was,7.785741731420649
she is the,7.778239176801156
black people like,7.775011144864598
more than,7.773515921869011
gay people like,7.771769156529528
disabled people like,7.7717098543765415
trans people like,7.7717098543765415
why do,7.758231726139415
are nothing but common,7.756766421027221
you are nothing but common,7.756766421027221
live in,7.752849983502127
to die,7.745667706826309
im going,7.738786332537759
we all,7.738339782764116
up the,7.702850469912233
for these,7.670475673970105
but common,7.66851877243674
nothing but common,7.66851877243674
looks like,7.66794346960159
and they,7.664362785181056
like you deserve to,7.656282344431905
is going,7.651120935700413
an idiot,7.633039374697674
can be so,7.627606878477775
you do,7.623014336092706
fucked in,7.619644070293463
fucked in the,7.619644070293463
fucked in the head,7.619644070293463
should not be,7.583389964844821
the truth,7.5674001883492
because you,7.553871004785197
are cancer,7.5492626709777735
he is so,7.535345730514707
will not,7.511361036501872
does not,7.492494244213651
there is nothing,7.4797525801042966
who is,7.475079899037085
shut up,7.468525004107497
by all,7.463365253875679
is that,7.460517974710942
be executed,7.448974859587202
ought to be executed,7.448974859587202
to be executed,7.448974859587202
where is,7.439297791961805
people are scum,7.417417490033253
she is an,7.400348140632476
you and all,7.39764816695345
are still,7.387608256151147
and its,7.373011752123487
around here,7.358672368261862
by all the,7.358672368261862
black people like you,7.31531394319872
gay people like you,7.312535549236708
disabled people like you,7.312474974571528
trans people like you,7.312474974571528
black lives,7.3090736668323055
violent and,7.304809263712742
if they are,7.263628707391167
your ass,7.236579606161886
of society,7.23471950054662
have the,7.202375636170115
that has,7.197937541253212
think he,7.172750177967628
not worth,7.155416705492742
she has,7.143541797718967
is as,7.136515889156572
as he,7.117515404181439
how much,7.116420255747842
natural for,7.110915711413279
only natural,7.110915711413279
only natural for,7.110915711413279
thats only natural,7.110915711413279
thats only natural for,7.110915711413279
thats only,7.0641221100266804
the gun,7.062358890182512
we just,7.057284641692533
to save,7.03368939446921
you are the,7.007663787053249
the idea,6.983551932065327
absolutely despicable,6.975998111904891
person like you,6.962627149987817
people are all,6.960045333870059
be that stupid,6.942175585253569
to be that stupid,6.942175585253569
person like,6.93392833707827
of those,6.924236494542534
belong in,6.917118663825417
deserve to die,6.916188282426772
ever be,6.914415292055654
the antifa,6.907868881772638
has to,6.897618559284774
dont care,6.845825115101393
lets just,6.842422134506909
because she,6.820782056172316
them are,6.806890731448223
those immigrants,6.796001169253824
those muslims,6.795825483115614
know what,6.784479892600557
they should,6.775167001690529
with this,6.74901114177889
go away,6.7485604794016885
is this,6.742319154335699
all other,6.725560210850138
just so,6.723665865940095
the fact,6.718010797642163
you are so,6.712805315979166
person to,6.706697869695178
dont have,6.70375500007142
we dont,6.701697099425393
is still,6.699778190266848
why are,6.699521701848656
is more,6.688172093229859
and she,6.684418670712251
was the,6.682013992294356
have so much,6.66879617849633
is such,6.654259588008117
think that,6.6429814668507845
liberals and,6.6428312713378626
his own,6.638916482646812
all dishonest,6.637996383076009
are all dishonest,6.637996383076009
up in,6.627006091958798
to society,6.619726423311672
belong in zoo,6.610166036699194
in zoo,6.610166036699194
dont know,6.609707702097745
isnt it,6.578832731783796
to end,6.574635603307832
which is,6.5683187266087
you will,6.567592754438313
think theyre,6.566339211393095
are that,6.563545382591179
just eradicate,6.55005631964359
lets just eradicate,6.55005631964359
its not,6.545711928951794
you and all other,6.538310196632034
with their,6.534708362564564
what they,6.528397180839342
person to be,6.520908888240337
just bunch,6.520822880231135
just bunch of,6.520822880231135
but they,6.502217470332737
and all other,6.501713563473076
you were,6.499335250738633
contempt for,6.480242007682674
to try,6.479658791111749
is nothing worse,6.47641271175245
is nothing worse than,6.47641271175245
nothing worse,6.47641271175245
nothing worse than,6.47641271175245
so fucking,6.466711867421537
are human garbage,6.444863711211157
not the,6.437932579072788
am going,6.436907898598265
am going to,6.436907898598265
if we,6.435775814021947
the dumbest,6.431578699857995
are worthless dirt,6.431256122185541
shit and,6.420728750431823
the us,6.412939330763599
and liberals,6.406299485007871
with any,6.399434979882589
as the,6.398499831485314
are all complete assholes,6.391289181760196
their own,6.386462094847555
why you,6.384106330938978
worthless dirt,6.3823149569560345
the absolute,6.381279335018843
white people,6.372046232507548
the conservatives,6.3599607734036745
you liberals,6.356528108019652
the way,6.350483930508996
where is the,6.348191054595947
it and,6.3458985149279865
into the,6.320236568684221
be the,6.3146021400932435
these women,6.313178381383413
can all go,6.311870765065325
of our,6.311737182786808
many in this,6.299728227985489
many in this country,6.299728227985489
too many in this,6.299728227985489
too many in this country,6.299728227985489
me sick,6.295915971318063
with your,6.280052843751351
all go,6.277793248799562
are lesser,6.266919846386272
are lesser beings,6.266919846386272
because he is,6.266267845139315
is why,6.264111046670712
that he is,6.262372309578141
of yours,6.25909271144302
too many in,6.258272670992864
of you,6.253810256546015
way to,6.2521657019965
can all,6.2450524553585955
instead of,6.215596753106405
people are disgusting,6.215376821541652
youre just,6.204714805228036
about gun,6.19858925830203
are repulsive,6.198581007649792
the law,6.1941615068217555
are going,6.190331234538912
sick of,6.186563489287566
muslim lives,6.186290977909906
female lives,6.186290977909905
immigrant lives,6.186290977909905
many in,6.181242395631675
in your,6.179204013035764
as well,6.171914540833846
but contempt,6.166767408347125
but contempt for,6.166767408347125
feel nothing but contempt,6.166767408347125
feel nothing but contempt for,6.166767408347125
nothing but contempt,6.166767408347125
nothing but contempt for,6.166767408347125
love to,6.162680808286934
are just bunch,6.1623831159341025
are just bunch of,6.1623831159341025
they are just bunch,6.1623831159341025
they are just bunch of,6.1623831159341025
gay lives,6.161493996804041
disabled lives,6.1612115669554335
trans lives,6.1612115669554335
think they,6.158429446753331
is she,6.126432170824523
if you are,6.123533224953575
be an,6.11453541710517
human rights,6.111062507648475
those black,6.080236140212138
those black people,6.080236140212138
one of them,6.079971653078694
those disabled,6.077663828077803
those disabled people,6.077663828077803
those gay,6.077663828077803
those gay people,6.077663828077803
those trans,6.077663828077803
those trans people,6.077663828077803
time to,6.075431307643215
these black,6.06716885367128
these disabled,6.064386215893501
these gay,6.064386215893501
these trans,6.064386215893501
it that,6.060436896330506
people to,6.059539504535725
refuse to,6.054052696136951
should get,6.052890367364959
is sick,6.0518831214479505
all that,6.0516532774736085
nothing to,6.040834394404816
what you,6.040651730017014
to civilisation,6.037358815889864
of black,6.0365701961020255
part of,6.036026544499883
with her,6.032704354249559
right to,6.0310195882101
on this planet,6.026066340580805
but the,6.022624971147504
she is not,6.015352791690093
did you,6.014823615558911
any power are,6.003566138701206
power are,6.003566138701206
with any power,6.003566138701206
with any power are,6.003566138701206
this planet,5.994638387238084
about gun control,5.992812731861536
are absolute,5.9839948139914085
any power,5.971153145729845
you need,5.965527790349649
control and,5.954988634997814
make me sick,5.953003825855142
up to,5.951504877811456
is to,5.94568489064567
to his,5.938219649195182
he is an,5.936443042783576
do it,5.935775983600152
when they,5.925638308508949
up with,5.919689375691428
shit to,5.915889830934076
even if,5.914540442746347
so many,5.910284530045498
you know,5.900890397753095
on gun,5.896973966118329
the next,5.896655807949138
what she,5.889125643097858
of their,5.883530992095083
is fucking,5.881666680272746
he should,5.880057986927111
is too,5.855851036955288
care about,5.854113523097466
people like you deserve,5.853863953602297
she should,5.850873871769439
to your,5.837057867699088
want to kill,5.8318481806884925
his ass,5.828487549763256
of your,5.826482545165379
all you,5.80944849835032
and cruel,5.802181037160116
that violent,5.802181037160116
that violent and,5.802181037160116
that violent and cruel,5.802181037160116
violent and cruel,5.802181037160116
over the,5.79758034115026
if she,5.797527637602144
these people,5.793478010571666
liberals will,5.782349940081489
im going to,5.781099811161018
them on,5.766765753334236
fitting for,5.75398451970322
is fitting,5.75398451970322
is fitting for,5.75398451970322
that is fitting,5.75398451970322
that is fitting for,5.75398451970322
of her,5.749381742575034
make it,5.726160234354007
are stupid,5.720189440179649
for any,5.714352161961147
as you,5.712872249478763
with no,5.70723398859844
years ago,5.701655974025331
think he is,5.699596144580891
and that,5.698608898073734
lives are worth absolutely,5.677556456248586
lives are worth absolutely nothing,5.677556456248586
on your,5.6694023758066745
of disabled,5.6690892785256946
of gay,5.6690892785256946
of trans,5.6690892785256946
and this,5.6499119026768225
cant believe,5.6465915688563255
she is so,5.646337123951851
are worth absolutely,5.645777687022306
are worth absolutely nothing,5.645777687022306
we will,5.626295257724849
are going to,5.6158741167047
worth absolutely,5.615296378370163
worth absolutely nothing,5.615296378370163
you want,5.6111944337254895
these immigrants,5.601533903057871
these muslims,5.600989810161132
cant stop,5.59375283386155
be better,5.590052235371629
thats what,5.576292610380184
persons life,5.557562341331122
shame on,5.550954980055951
she is liar,5.545684807100512
love you,5.5393390934414395
is one,5.5322751309404
like you are repugnant,5.509845375824134
of women,5.495171894437105
into government,5.492263488905095
shit is,5.4810722788049775
lives are worth,5.479158991848823
be in,5.477913747557807
gun control and,5.475359569245407
like them,5.472919216485485
like you deserve to die,5.472388818176783
to stop,5.466354040842257
are repugnant,5.465567808354448
you are repugnant,5.465567808354448
to destroy,5.460644980771965
they are still,5.457213942108787
in america,5.447910768610183
on gun control,5.445821851566501
you deserve to die,5.441758425910423
to their,5.441528336162931
and it,5.4393391349871445
id rather,5.4386198923327544
lot of,5.418858189879693
the rest,5.418032593755101
for what,5.415281735875256
are worth,5.407991988804286
the problem,5.395258032204589
like antifa,5.392411338408702
not even,5.390608861372848
are the absolute,5.389616034276853
are the absolute worst,5.389616034276853
people in,5.384289344337266
dumbass was,5.381945154088422
it not,5.3818679204852184
you fucking,5.379418971316629
they will,5.374271463610529
is what,5.3720457521169145
to my,5.36456103431585
that has been,5.357855886077767
like to,5.357850016813883
the biggest,5.354164443691581
when he,5.351161687161297
to take,5.348532430269338
people can be,5.348258788997899
and he is,5.346678815170361
to be an,5.344313337350173
people should all,5.333372701730371
people should all be,5.333372701730371
this guy,5.32831081259164
woke up,5.320114088612045
absolute worst,5.317266786730046
the absolute worst,5.317266786730046
because she is,5.315434402559498
from being,5.304020703233641
obvious that,5.3009351536101965
with all,5.298992729415295
what he,5.292410410844083
there is no,5.290602693481591
are seriously fucked,5.283033079682022
are seriously fucked in,5.283033079682022
are seriously fucked in the,5.283033079682022
seriously fucked,5.283033079682022
seriously fucked in,5.283033079682022
seriously fucked in the,5.283033079682022
seriously fucked in the head,5.283033079682022
the nfl,5.272280531762929
listen to,5.271828300453686
an antifa,5.269181916418299
to think,5.265833368226678
hes not,5.26064233968742
wants to,5.2600356876906424
have you,5.251185768801508
talk about,5.2505353567432165
get the,5.2488610281794985
all know,5.2478786850883745
like them are,5.243436420414042
that gay,5.240701645648216
is going to,5.233301634848638
along with,5.213631233348217
the ass,5.208450437751819
used to,5.204864654964641
only someone,5.204476383989492
my opinion,5.188527905696231
those who,5.188188550275179
people are never,5.1807950663983
can you,5.177734889910547
that black,5.176137410918166
lives are worthless,5.174819783694954
each other,5.173967517737133
tell you,5.172939629644304
on their,5.164995253532236
we have,5.1488108769795
of immigrants,5.144019051376486
people will,5.1435830326740595
are virus,5.112020368207722
subhuman creatures,5.112020368207722
better off,5.111285192999375
than the,5.106322763187448
think she,5.085812232240607
and thats,5.084443780467456
people are not,5.082329166846797
being around,5.078721623344539
of being around,5.078721623344539
it must be,5.067010834257907
when you,5.059814515857792
person to be that,5.057708134233254
waste of,5.055576788566514
is about,5.051637093159432
is lying,5.050966247678782
understand that,5.049759585926195
is it that,5.0467509232023255
the nra,5.036690246335129
up for,5.0350812087504595
find all,5.0204804293175025
the first,5.017112389380116
people are seriously,5.012098187844947
about how,5.010368115548394
it must,5.007104701609613
and so,5.000282198486411
that we,5.0002069836173195
be killed,4.991382297452102
so ignorant,4.988587006591517
rat and,4.980131275672405
of his,4.978051742109533
be better off,4.972627194439615
to believe,4.969878380295794
if only someone,4.9665699501830725
if only someone would,4.9665699501830725
only someone would,4.9665699501830725
someone would,4.9665699501830725
cant help themselves but,4.960821747557481
cant help themselves but be,4.960821747557481
help themselves but,4.960821747557481
help themselves but be,4.960821747557481
help themselves but be complete,4.960821747557481
themselves but,4.960821747557481
themselves but be,4.960821747557481
themselves but be complete,4.960821747557481
as they,4.960110977557249
will die,4.953394103107842
is racist,4.9457987081388115
love to see,4.940387528474081
but be,4.931988803120456
but be complete,4.931988803120456
rest of,4.928628749756774
at my,4.922148962529702
could have,4.911359856788053
massive scumbags,4.907352532772271
such massive scumbags,4.907352532772271
and his,4.906909125496129
and antifa,4.9067830363229215
be complete,4.904383171153827
for them,4.894102445211244
doubt the,4.89318986794385
am not,4.889095277861512
dont you,4.885833029100365
rather have,4.884936890444434
this is the,4.8848564436630655
would love to,4.884066404058735
be an annoying,4.882424252928911
be an annoying prick,4.882424252928911
nature to be an,4.882424252928911
nature to be an annoying,4.882424252928911
to be an annoying,4.882424252928911
to be an annoying prick,4.882424252928911
that disabled,4.880077822680262
that trans,4.880077822680262
would all,4.875015200527318
would all be,4.875015200527318
people have,4.8748154812652285
all this,4.874571875471146
gun violence,4.87335580516204
for her,4.873132893883788
if it,4.867726944027916
antifa are,4.862170981845942
apply to,4.861915963589362
for it,4.859564926856762
you for,4.8592214480581175
be that stupd,4.856256968050155
that stupd,4.856256968050155
to be that stupd,4.856256968050155
act like,4.855541912895622
go back,4.855520621822005
an annoying,4.855096046720086
an annoying prick,4.855096046720086
annoying prick,4.855096046720086
such massive,4.851522268159981
is it not,4.850600724355502
people are nothing,4.850142720375575
going to make,4.8489546447619505
for that,4.847890503625619
theyre all,4.84668503505585
are an,4.841901729540935
like he,4.841848971817531
people make,4.835551624702306
are disgrace,4.8323291834817725
im sure,4.831352462720628
out and,4.828786633229941
of that,4.821662090165175
its like,4.81918135098679
life is,4.819119973205316
these black people,4.817544729815109
with his,4.816337949505509
these disabled people,4.814724230151235
these gay people,4.814724230151235
these trans people,4.814724230151235
parasites to,4.814285667997246
parasites to our,4.814285667997246
parasites to our society,4.814285667997246
you get,4.81376969714581
people cant,4.809086939544644
death to,4.806198148783107
the time,4.805762184841241
would be better,4.803817125348645
eric holder,4.798755478302453
he will,4.797730876793477
would love,4.790641776061383
we all know,4.780123651485873
are no,4.77804859586757
for their,4.776390107324861
shit you,4.770362205919578
any more,4.764344126695691
the rest of,4.764233526609696
still just,4.761934123309926
be so ignorant,4.759844483485465
can be so ignorant,4.759844483485465
anyone else,4.757973633323739
because the,4.755953862548439
you are an,4.751896174010208
but he,4.751035166531333
when will,4.7510342382814486
just the,4.749524161623222
this earth,4.742487113643465
of muslims,4.7393981211678975
the whole,4.739390181706351
would love to see,4.736056587682149
at my hands,4.734447492075142
die horrible,4.734447492075142
my hands,4.734447492075142
will die horrible,4.734447492075142
believe that,4.7262667802876335
sexual assault,4.717565775581871
is on,4.717418353573487
people are human,4.714528297046643
thank you,4.714459522904735
on my,4.711206697783915
the gop,4.7048565974669705
we must,4.697287240175404
the guy,4.696510601743436
there is nothing worse,4.696342589995837
there is nothing worse than,4.696342589995837
is not worth,4.682241719906359
the ones,4.6818379479003225
the usa,4.672886559310274
you make,4.668601546704057
it will,4.660810752580048
the president,4.6588069243008645
can we,4.656849956929971
to help,4.656761387903468
suffer for,4.652375346294591
it with,4.6494822673555865
as he is,4.649314280440734
when she,4.64162369590583
people are the,4.640918459677166
will make,4.638756490178316
what if,4.6383314168597725
is very,4.637941273756002
to just,4.637551428013493
people make me,4.632519154182072
why dont,4.631160275266349
in my opinion,4.63047742334839
you should be,4.628387193717225
for those,4.619058914344512
of my,4.608203771180905
our society,4.607927979138913
in just,4.602786895489793
in just world,4.602786895489793
just world,4.602786895489793
to tell,4.600880585975175
hard to,4.589542031613202
much hatred,4.587478539970657
fucked up,4.585514123281363
dont see,4.581952629139592
going on,4.57684408580682
see you,4.5744848623102055
be anywhere,4.573229220934841
be anywhere near,4.573229220934841
id rather have,4.573229220934841
than be anywhere,4.573229220934841
than be anywhere near,4.573229220934841
just get,4.572194645534532
are just the,4.571345789078374
to our society,4.569258183633356
of gun,4.560683623748778
people with,4.55862037698113
you at,4.551177089388726
all be killed,4.545731407979747
should all be killed,4.545731407979747
just going to,4.544950955427859
has no,4.541404814558023
guy is,4.539956808553326
anywhere near,4.536478377386169
any other,4.532951645083232
but they are,4.527640031706299
dont like,4.526622023366563
oh my,4.51910813183358
just going,4.517473164156948
it up,4.516064051530735
democrats are,4.505143127628124
than be,4.5019562663693415
common sense,4.500423265370944
liberals dont,4.495312533974022
you all,4.493672252703711
fuck all,4.492924763767952
looking for,4.490225500362291
is the only,4.484698218737342
then you,4.478634214714148
that gun,4.478360838941211
why is it,4.471942705956793
of an,4.470226289938585
dumbest people,4.469726354570758
the dumbest people,4.469726354570758
to him,4.465330609614368
its the,4.465207202045757
and not,4.4580288319428245
of these,4.4562137839966
you are not,4.4539764770408725
of woman,4.453193991555289
is doing,4.45043144324043
dont want,4.443379021702021
to anyone,4.441548615711472
people ought,4.441324070217871
people ought to,4.441324070217871
people ought to be,4.441324070217871
disgusted by all,4.437102683151981
disgusted by all the,4.437102683151981
im just,4.4354871793367145
not matter,4.431945030237532
will stop,4.429032429944526
theyre just,4.427576540044618
as far as,4.412918122347238
really is,4.408998165707565
up as,4.406485045908553
is really,4.406271552611939
to start,4.404827832757602
liar and,4.403346582490356
disgusted by,4.4033368104467545
dont understand,4.40275367432535
its just,4.401626863907848
the dems,4.401158228418725
he can,4.396963526473099
far as,4.389903277004362
you would,4.389859904599475
must have,4.388363878065967
up and,4.385461167912947
are being,4.383598997481247
you need to,4.376733445984769
people like you deserve to,4.374660783642503
away from,4.373556210972451
take your,4.370338484989066
fit in they,4.359787480512922
that are,4.353194609128744
but you,4.353181334019617
the liberal,4.342938060078136
maga qanon,4.342811927209065
would be better off,4.339758214575441
and will,4.336311921981568
and are,4.3336956375919495
that only,4.3334922601927754
no place,4.333005035650925
about to,4.328726383400158
people should be,4.327421862493701
as far,4.325824768123005
fit in,4.324751872223637
it to,4.32201414556754
by their,4.321729725259149
going to be,4.314653849394332
able to,4.311230571347799
without doubt,4.309091160804833
comes from,4.303803687663806
not our,4.302367986565327
are absolute bastards,4.2960922272230935
so she,4.295999206647979
you people,4.292870398051749
people are absolutely,4.292859111905625
in they,4.2918409770681825
can never,4.291368918240665
law enforcement,4.287512392215149
people can be so,4.286213108885321
smarter than,4.285774693058469
dont believe,4.2829346474008565
love to see those,4.2793384381545305
see those,4.2793384381545305
to see those,4.2793384381545305
would love to see those,4.2793384381545305
is for,4.276667718266259
that gun control,4.26712095009835
the media,4.259653016729092
to rape,4.257688087688548
the american,4.257626651741081
just as,4.254107884120055
deal with,4.249562762763024
all of you,4.240177627339053
piece of shit,4.238736210140151
our president,4.235164495584347
this one,4.2194773440321764
member of,4.214876694769613
far left,4.214497409022043
out of the,4.206816054564435
do with,4.203238910507182
by nature,4.202902466149348
death threats,4.2001151982627665
people died,4.200014444901225
fuck up,4.197469189014668
in charge,4.196195023233887
immigrants should,4.192063741473328
more about,4.1896033374653445
after the,4.189301172359286
are just the dumbest,4.18899880390448
are just the dumbest people,4.18899880390448
just the dumbest,4.18899880390448
just the dumbest people,4.18899880390448
disgrace to,4.187171017099665
people are all complete,4.18390867932729
at this,4.183170051028383
shoot the,4.182202783537984
in our,4.18054510468151
do not matter,4.1785925397243115
that she,4.177267148701999
cant even,4.176551426544527
you are disgrace,4.171760001385327
of black people,4.166664918990063
am just going,4.165244608446234
am just going to,4.165244608446234
really am just,4.165244608446234
really am just going,4.165244608446234
really am just going to,4.165244608446234
for this,4.165204564992764
why is it that,4.164549770923062
maga kag,4.163502567882891
to change,4.161714125174101
to an,4.157063181286757
never be,4.156603473869546
it all,4.156218144541989
than that,4.154157997404995
to shoot,4.154155899815918
people around here,4.1538391070002305
do people,4.153651830402101
sensible gun control,4.144224982587952
saying that,4.143972037311293
and have,4.142980195627476
he is such,4.137554745358336
left wing,4.1357066979397
sounds like,4.135705075915426
really am,4.133547546359085
is also,4.130521002268203
sensible gun,4.12397649513741
every single,4.121426755413432
she will,4.113910665328877
for your,4.111977527870109
are plague,4.111855591013104
are plague to,4.111855591013104
are plague to society,4.111855591013104
plague to,4.111855591013104
